,date,value
0,2020-01-01,1547000.0
1,2020-01-02,640000.0
2,2020-01-03,1117000.0
3,2020-01-04,1627000.0
4,2020-01-05,923000.0
5,2020-01-06,1035300.0
6,2020-01-07,1894000.0
7,2020-01-08,4215000.0
8,2020-01-09,3730000.0
9,2020-01-10,2201000.0
10,2020-01-11,174000.0
11,2020-01-12,1659000.0
12,2020-01-13,3981000.0
13,2020-01-14,4529300.0
14,2020-01-15,4187300.0
15,2020-01-16,7388000.0
16,2020-01-17,6337000.0
17,2020-01-18,3679000.0
18,2020-01-19,3765000.0
19,2020-01-20,3932000.0
20,2020-01-21,3770300.0
21,2020-01-22,3766000.0
22,2020-01-23,5513000.0
23,2020-01-24,5241000.0
24,2020-01-25,3826000.0
25,2020-01-26,1489000.0
26,2020-01-27,6230000.0
27,2020-01-28,8033000.0
28,2020-01-29,6999000.0
29,2020-01-30,5859000.0
30,2020-01-31,7390000.0
31,2020-02-01,6456900.0
32,2020-02-02,5347300.0
33,2020-02-03,6578000.0
34,2020-02-04,3666000.0
35,2020-02-05,5960000.0
36,2020-02-06,5409000.0
37,2020-02-07,4990200.0
38,2020-02-08,1106000.0
39,2020-02-09,2496000.0
40,2020-02-10,6492000.0
41,2020-02-11,5598000.0
42,2020-02-12,1462000.0
43,2020-02-13,6279500.0
44,2020-02-14,4142000.0
45,2020-02-15,6134000.0
46,2020-02-16,3422000.0
47,2020-02-17,5613000.0
48,2020-02-18,8486000.0
49,2020-02-19,6089000.0
50,2020-02-20,6427000.0
51,2020-02-21,6080300.0
52,2020-02-22,5486000.0
53,2020-02-23,2843000.0
54,2020-02-24,2140000.0
55,2020-02-25,7634600.0
56,2020-02-26,6714000.0
57,2020-02-27,5739000.0
58,2020-02-28,11949000.0
59,2020-02-29,7810000.0
60,2020-03-01,4313000.0
61,2020-03-02,7948300.0
62,2020-03-03,5493300.0
63,2020-03-04,7620000.0
64,2020-03-05,11272000.0
65,2020-03-06,9400000.0
66,2020-03-07,3638000.0
67,2020-03-08,4299000.0
68,2020-03-09,5351000.0
69,2020-03-10,7145500.0
70,2020-03-11,8154000.0
71,2020-03-12,7504600.0
72,2020-03-13,4155000.0
73,2020-03-14,7837300.0
74,2020-03-15,1992300.0
