,date,value
0,2020-01-01,45500.0
1,2020-01-02,60000.0
2,2020-01-03,28600.0
3,2020-01-04,32000.0
4,2020-01-05,164900.0
5,2020-01-06,335700.0
6,2020-01-07,89000.0
7,2020-01-08,6000.0
8,2020-01-09,440600.0
9,2020-01-10,5535700.0
10,2020-01-11,1628000.0
11,2020-01-12,1302400.0
12,2020-01-13,2050300.0
13,2020-01-14,4180800.0
14,2020-01-15,3942000.0
15,2020-01-16,5646400.0
16,2020-01-17,3917700.0
17,2020-01-18,2242300.0
18,2020-01-19,870700.0
19,2020-01-20,4179100.0
20,2020-01-21,4122000.0
21,2020-01-22,4552800.0
22,2020-01-23,3037900.0
23,2020-01-24,10089100.0
24,2020-01-25,2140000.0
25,2020-01-26,2319900.0
26,2020-01-27,2730400.0
27,2020-01-28,8755200.0
28,2020-01-29,2237200.0
29,2020-01-30,5783200.0
30,2020-01-31,7464600.0
31,2020-02-01,1275200.0
32,2020-02-02,1055000.0
33,2020-02-03,4244500.0
34,2020-02-04,8917000.0
35,2020-02-05,3492500.0
36,2020-02-06,2924100.0
37,2020-02-07,3079400.0
38,2020-02-08,1226000.0
39,2020-02-09,1437400.0
40,2020-02-10,6559300.0
41,2020-02-11,4999300.0
42,2020-02-12,4155100.0
43,2020-02-13,3255200.0
44,2020-02-14,8602000.0
45,2020-02-15,798300.0
46,2020-02-16,2161300.0
47,2020-02-17,3266000.0
48,2020-02-18,4373700.0
49,2020-02-19,4849500.0
50,2020-02-20,6712400.0
51,2020-02-21,3736200.0
52,2020-02-22,659600.0
53,2020-02-23,190300.0
54,2020-02-24,695400.0
55,2020-02-25,3219400.0
56,2020-02-26,5144100.0
57,2020-02-27,5014000.0
58,2020-02-28,7465800.0
59,2020-02-29,2247300.0
60,2020-03-01,1418200.0
61,2020-03-02,9511000.0
62,2020-03-03,3457500.0
63,2020-03-04,2737800.0
64,2020-03-05,7946200.0
65,2020-03-06,7621100.0
66,2020-03-07,2067400.0
67,2020-03-08,457100.0
68,2020-03-09,2354800.0
69,2020-03-10,5975100.0
70,2020-03-11,8473500.0
71,2020-03-12,5813700.0
72,2020-03-13,6386300.0
73,2020-03-14,1647300.0
74,2020-03-15,978900.0
75,2020-03-16,6917600.0
76,2020-03-17,4472600.0
77,2020-03-18,4008900.0
78,2020-03-19,7570600.0
79,2020-03-20,1295000.0
80,2020-03-21,1903300.0
81,2020-03-22,976300.0
82,2020-03-23,6068300.0
83,2020-03-24,4897200.0
84,2020-03-25,5513900.0
85,2020-03-26,6154600.0
86,2020-03-27,6745500.0
87,2020-03-28,1897700.0
88,2020-03-29,1310800.0
89,2020-03-30,2988400.0
90,2020-03-31,1814400.0
91,2020-04-01,5251300.0
92,2020-04-02,4152900.0
93,2020-04-03,2150200.0
94,2020-04-04,1048000.0
95,2020-04-05,679800.0
96,2020-04-06,2490600.0
97,2020-04-07,1317200.0
98,2020-04-08,1697000.0
99,2020-04-09,1010000.0
100,2020-04-10,2147700.0
101,2020-04-11,2087300.0
102,2020-04-12,0.0
103,2020-04-13,2086100.0
104,2020-04-14,2310200.0
105,2020-04-15,2930000.0
106,2020-04-16,992100.0
107,2020-04-17,202900.0
108,2020-04-18,1268000.0
109,2020-04-19,218600.0
110,2020-04-20,764000.0
111,2020-04-21,2020100.0
112,2020-04-22,1131000.0
113,2020-04-23,1557100.0
114,2020-04-24,2237700.0
115,2020-04-25,1262200.0
116,2020-04-26,585900.0
117,2020-04-27,2625400.0
118,2020-04-28,3244000.0
119,2020-04-29,5616600.0
120,2020-04-30,6040500.0
121,2020-05-01,2275000.0
122,2020-05-02,391100.0
123,2020-05-03,1070000.0
124,2020-05-04,477600.0
125,2020-05-05,1167200.0
126,2020-05-06,5095100.0
127,2020-05-07,2207800.0
128,2020-05-08,2988100.0
129,2020-05-09,694800.0
130,2020-05-10,1524100.0
131,2020-05-11,1960200.0
132,2020-05-12,1088800.0
133,2020-05-13,2870600.0
134,2020-05-14,2419900.0
135,2020-05-15,4008100.0
136,2020-05-16,423800.0
137,2020-05-17,128000.0
138,2020-05-18,3813600.0
139,2020-05-19,1733800.0
140,2020-05-20,5178900.0
141,2020-05-21,2880000.0
142,2020-05-22,3346000.0
143,2020-05-23,1172800.0
144,2020-05-24,211000.0
145,2020-05-25,2089000.0
146,2020-05-26,3871700.0
147,2020-05-27,2941600.0
148,2020-05-28,2987100.0
149,2020-05-29,3752000.0
150,2020-05-30,470200.0
151,2020-05-31,1940000.0
152,2020-06-01,3324000.0
153,2020-06-02,5106900.0
154,2020-06-03,2543100.0
155,2020-06-04,5017700.0
156,2020-06-05,1564600.0
157,2020-06-06,870000.0
158,2020-06-07,385000.0
159,2020-06-08,2387000.0
160,2020-06-09,7062000.0
161,2020-06-10,3059100.0
162,2020-06-11,2532000.0
163,2020-06-12,198000.0
164,2020-06-13,366800.0
165,2020-06-14,1980200.0
166,2020-06-15,4348900.0
167,2020-06-16,3568800.0
168,2020-06-17,2619800.0
169,2020-06-18,2094500.0
170,2020-06-19,2635800.0
171,2020-06-20,556700.0
172,2020-06-21,1197700.0
173,2020-06-22,1485000.0
174,2020-06-23,2337500.0
175,2020-06-24,331700.0
176,2020-06-25,4550900.0
177,2020-06-26,5200600.0
178,2020-06-27,777500.0
179,2020-06-28,490700.0
180,2020-06-29,9450800.0
181,2020-06-30,4638900.0
182,2020-07-01,1490900.0
183,2020-07-02,5194300.0
184,2020-07-03,6712600.0
185,2020-07-04,1468900.0
186,2020-07-05,2816300.0
187,2020-07-06,6313900.0
188,2020-07-07,3167300.0
189,2020-07-08,3860500.0
190,2020-07-09,1858300.0
191,2020-07-10,3720300.0
192,2020-07-11,3798300.0
193,2020-07-12,930400.0
194,2020-07-13,2246200.0
195,2020-07-14,2691000.0
196,2020-07-15,495000.0
197,2020-07-16,570100.0
198,2020-07-17,4054600.0
199,2020-07-18,2006200.0
200,2020-07-19,292700.0
201,2020-07-20,4956500.0
202,2020-07-21,3693200.0
203,2020-07-22,8004400.0
204,2020-07-23,4315100.0
205,2020-07-24,3344300.0
206,2020-07-25,740400.0
207,2020-07-26,749500.0
208,2020-07-27,6420200.0
209,2020-07-28,5566800.0
210,2020-07-29,4976700.0
211,2020-07-30,3969600.0
212,2020-07-31,3795100.0
213,2020-08-01,2548800.0
214,2020-08-02,775600.0
215,2020-08-03,8727600.0
216,2020-08-04,3002200.0
217,2020-08-05,8708400.0
218,2020-08-06,3339200.0
219,2020-08-07,2553400.0
220,2020-08-08,692600.0
221,2020-08-09,808600.0
222,2020-08-10,6465300.0
223,2020-08-11,5617100.0
224,2020-08-12,1740500.0
225,2020-08-13,3341100.0
226,2020-08-14,4421300.0
227,2020-08-15,1715400.0
228,2020-08-16,1206300.0
229,2020-08-17,5079200.0
230,2020-08-18,4811900.0
231,2020-08-19,2947200.0
232,2020-08-20,2857400.0
233,2020-08-21,5373700.0
234,2020-08-22,1851200.0
235,2020-08-23,3504300.0
236,2020-08-24,2499600.0
237,2020-08-25,4411000.0
238,2020-08-26,4806600.0
239,2020-08-27,5593300.0
240,2020-08-28,9648000.0
241,2020-08-29,979100.0
242,2020-08-30,399700.0
243,2020-08-31,8857000.0
244,2020-09-01,2383900.0
245,2020-09-02,7963200.0
246,2020-09-03,3984800.0
247,2020-09-04,5270100.0
248,2020-09-05,942700.0
249,2020-09-06,585700.0
250,2020-09-07,3418700.0
251,2020-09-08,4369200.0
252,2020-09-09,8110600.0
253,2020-09-10,6584700.0
254,2020-09-11,4226400.0
255,2020-09-12,2208700.0
256,2020-09-13,402600.0
257,2020-09-14,5444500.0
258,2020-09-15,6168700.0
259,2020-09-16,2639300.0
260,2020-09-17,2791600.0
261,2020-09-18,4898000.0
262,2020-09-19,4009800.0
263,2020-09-20,1569300.0
264,2020-09-21,5719800.0
265,2020-09-22,3560300.0
