,date,value
0,2020-01-01,1853200.0
1,2020-01-02,1037400.0
2,2020-01-03,610500.0
3,2020-01-04,1570700.0
4,2020-01-05,1105500.0
5,2020-01-06,2305600.0
6,2020-01-07,904000.0
7,2020-01-08,1701500.0
8,2020-01-09,5842000.0
9,2020-01-10,8085600.0
10,2020-01-11,787400.0
11,2020-01-12,1150900.0
12,2020-01-13,2940600.0
13,2020-01-14,10842000.0
14,2020-01-15,6838900.0
15,2020-01-16,4658700.0
16,2020-01-17,8660100.0
17,2020-01-18,1491100.0
18,2020-01-19,2156300.0
19,2020-01-20,3345500.0
20,2020-01-21,10296600.0
21,2020-01-22,4687300.0
22,2020-01-23,5349600.0
23,2020-01-24,5595800.0
24,2020-01-25,5637700.0
25,2020-01-26,676400.0
26,2020-01-27,4001800.0
27,2020-01-28,3314200.0
28,2020-01-29,3967300.0
29,2020-01-30,4870100.0
30,2020-01-31,8827300.0
31,2020-02-01,2988800.0
32,2020-02-02,761900.0
33,2020-02-03,3696400.0
34,2020-02-04,5400100.0
35,2020-02-05,5602300.0
36,2020-02-06,4543900.0
37,2020-02-07,10854500.0
38,2020-02-08,2848400.0
39,2020-02-09,2450400.0
40,2020-02-10,12277200.0
41,2020-02-11,4925400.0
42,2020-02-12,3541600.0
43,2020-02-13,6873000.0
44,2020-02-14,10514600.0
45,2020-02-15,1679200.0
46,2020-02-16,1696800.0
47,2020-02-17,2988100.0
48,2020-02-18,5549900.0
49,2020-02-19,3769300.0
50,2020-02-20,2017900.0
51,2020-02-21,8496400.0
52,2020-02-22,1757300.0
53,2020-02-23,1789000.0
54,2020-02-24,1431800.0
55,2020-02-25,5997300.0
56,2020-02-26,5364300.0
57,2020-02-27,6768300.0
58,2020-02-28,7608900.0
59,2020-02-29,3098100.0
60,2020-03-01,2801200.0
61,2020-03-02,7084400.0
62,2020-03-03,6696300.0
63,2020-03-04,9249600.0
64,2020-03-05,13076700.0
65,2020-03-06,5796400.0
66,2020-03-07,1643700.0
67,2020-03-08,1743700.0
68,2020-03-09,1759000.0
69,2020-03-10,9113500.0
70,2020-03-11,9863500.0
71,2020-03-12,3671100.0
72,2020-03-13,7870200.0
73,2020-03-14,4750800.0
74,2020-03-15,2268900.0
75,2020-03-16,7548600.0
76,2020-03-17,1458700.0
77,2020-03-18,5943000.0
78,2020-03-19,5777500.0
