nn5_0,nn5_1,nn5_10,nn5_100,nn5_101,nn5_102,nn5_103,nn5_104,nn5_105,nn5_106,nn5_107,nn5_108,nn5_109,nn5_11,nn5_110,nn5_12,nn5_13,nn5_14,nn5_15,nn5_16,nn5_17,nn5_18,nn5_19,nn5_2,nn5_20,nn5_21,nn5_22,nn5_23,nn5_24,nn5_25,nn5_26,nn5_27,nn5_28,nn5_29,nn5_3,nn5_30,nn5_31,nn5_32,nn5_33,nn5_34,nn5_35,nn5_36,nn5_37,nn5_38,nn5_39,nn5_4,nn5_40,nn5_41,nn5_42,nn5_43,nn5_44,nn5_45,nn5_46,nn5_47,nn5_48,nn5_49,nn5_5,nn5_50,nn5_51,nn5_52,nn5_53,nn5_54,nn5_55,nn5_56,nn5_57,nn5_58,nn5_59,nn5_6,nn5_60,nn5_61,nn5_62,nn5_63,nn5_64,nn5_65,nn5_66,nn5_67,nn5_68,nn5_69,nn5_7,nn5_70,nn5_71,nn5_72,nn5_73,nn5_74,nn5_75,nn5_76,nn5_77,nn5_78,nn5_79,nn5_8,nn5_80,nn5_81,nn5_82,nn5_83,nn5_84,nn5_85,nn5_86,nn5_87,nn5_88,nn5_89,nn5_9,nn5_90,nn5_91,nn5_92,nn5_93,nn5_94,nn5_95,nn5_96,nn5_97,nn5_98,nn5_99
13.40702947845805,11.550453514739228,13.93140589569161,21.499433106575964,12.910997732426305,3.670634920634921,14.200680272108844,9.77891156462585,7.695578231292517,8.857709750566894,9.297052154195011,10.416666666666666,11.63548752834467,10.147392290249432,8.337716991057338,12.089002267573695,11.281179138321995,8.234126984126984,8.517573696145124,15.03684807256236,11.621315192743763,15.858843537414966,13.22278911564626,5.640589569160998,13.378684807256237,11.933106575963718,7.364544976328248,16.45408163265306,9.467120181405896,4.510783798001052,5.654761904761905,9.11281179138322,12.40079365079365,12.01814058956916,13.180272108843536,11.394557823129253,13.74716553287982,11.21031746031746,17.063492063492063,10.615079365079366,5.8815192743764175,16.099773242630384,14.866780045351474,12.429138321995463,10.048185941043084,9.77891156462585,11.578798185941045,11.536281179138324,15.547052154195011,11.649659863945578,8.602607709750567,11.06859410430839,13.40702947845805,12.443310657596372,10.416666666666666,13.93140589569161,9.240362811791384,9.836927932667017,11.967385586533403,6.720147290899527,12.467122567069962,4.747501315097317,7.78537611783272,11.849026827985272,10.547080483955812,7.561809573908469,10.441872698579695,14.937641723356007,11.046817464492372,11.599158337716991,8.350867964229353,10.849552866912152,14.886901630720674,14.439768542872171,22.146238821672803,26.854287217254075,10.560231457127829,10.810099947396107,2.891156462585034,8.968963703314046,5.694371383482378,6.430825881115203,9.258285113098369,16.872698579694898,9.692267227774856,11.520252498684902,11.691215149921094,8.337716991057338,12.914255654918463,7.341269841269841,4.129405576012625,6.08890057864282,10.113098369279326,6.56233561283535,9.75802209363493,8.968963703314046,14.689637033140452,19.239873750657548,12.756443976854287,12.15149921094161,10.289115646258503,12.493424513413991,10.849552866912152,14.255654918463966,16.662283008942662,20.83114150447133,15.12361914781694,9.521304576538665,13.440294581799051,8.613887427669647,11.783271962125196
14.725056689342404,13.591269841269842,12.953514739229025,22.76077097505669,15.447845804988662,3.5572562358276643,7.128684807256236,11.564625850340136,5.541383219954649,11.380385487528343,12.429138321995463,14.923469387755102,10.58673469387755,15.462018140589567,9.87638085218306,11.380385487528343,12.712585034013603,13.109410430839002,14.498299319727892,15.632086167800454,13.293650793650794,17.02097505668934,12.613378684807255,14.399092970521542,13.959750566893424,10.048185941043084,7.0620725933719095,19.10430839002268,11.87641723356009,7.2987901104681745,5.215419501133787,10.189909297052154,15.943877551020408,14.384920634920634,8.44671201814059,5.5980725623582765,14.087301587301589,12.662981859410433,17.148526077097507,13.93140589569161,10.090702947845806,15.462018140589567,17.828798185941043,10.600907029478458,14.35657596371882,10.813492063492063,12.145691609977325,14.002267573696145,20.053854875283445,14.824263038548754,10.756802721088436,9.83560090702948,14.725056689342404,12.386621315192745,13.22278911564626,12.953514739229025,11.63548752834467,7.022619673855865,11.520252498684902,7.693319305628616,12.42766964755392,5.957390846922673,10.691741188847974,15.886375591793792,14.51867438190426,11.17832719621252,13.742766964755392,16.284013605442176,11.349289847448713,12.519726459758022,8.23250920568122,12.414518674381904,20.55497106785902,16.88584955286691,18.358758548132563,23.7506575486586,12.585481325618096,9.889531825355077,12.35827664399093,9.15307732772225,12.835349815886376,6.31246712256707,7.588111520252498,12.638085218306154,9.258285113098369,10.744345081536034,13.90057864281957,9.87638085218306,14.255654918463966,9.15532879818594,4.576538663861125,6.194108364018938,12.730142030510258,7.98264071541294,7.101525512887954,10.389268805891636,17.793266701735927,21.63335086796423,11.888479747501314,13.137822198842716,12.712585034013603,10.455023671751707,13.9268805891636,11.09942135718043,13.387690689110997,18.200946870068385,13.492898474487111,6.404523934771173,16.1625460284061,7.601262493424513,12.480273540241978
20.5640589569161,15.03684807256236,19.019274376417236,25.581065759637188,20.372732426303852,4.846938775510204,24.90079365079365,13.803854875283449,16.31235827664399,11.77721088435374,13.251133786848072,25.864512471655328,12.570861678004537,14.569160997732428,16.32035770647028,18.480725623582767,17.488662131519273,18.353174603174605,30.56972789115646,17.658730158730158,27.45181405895692,30.654761904761905,12.953514739229025,24.41893424036281,14.229024943310655,20.32312925170068,12.112046291425566,32.638888888888886,17.956349206349206,6.075749605470805,5.796485260770975,17.913832199546484,24.078798185941043,27.49433106575964,19.51530612244898,14.200680272108844,21.65532879818594,22.895408163265305,25.92120181405896,20.351473922902493,14.923469387755102,20.812074829931973,32.92233560090703,15.9297052154195,18.934240362811792,21.61281179138322,20.32312925170068,19.57199546485261,25.396825396825395,19.302721088435373,11.06859410430839,16.55328798185941,20.5640589569161,25.28344671201814,16.425736961451246,19.019274376417236,12.103174603174605,11.599158337716991,23.342977380326143,9.179379274066282,14.466070489216202,4.708048395581273,0.5654918463966333,16.425565491846395,21.81746449237244,11.138874276696477,13.532351394003156,16.666666666666668,15.412940557601262,23.18516570226197,12.809047869542344,15.057864281956864,20.08153603366649,19.64755391899001,24.59231983166754,26.880589163598103,12.57233035244608,15.49184639663335,16.383219954648528,12.539452919516044,14.163598106259863,9.67911625460284,9.15307732772225,18.990005260389268,8.968963703314046,15.29458179905313,12.677538137822198,16.32035770647028,18.96370331404524,10.58673469387755,6.56233561283535,9.324039978958442,22.290899526564967,11.533403471856918,11.796422935297212,9.337190952130458,24.079431877958967,25.565491846396636,13.59810625986323,21.094160967911627,14.441609977324264,15.689110994213571,11.046817464492372,12.966859547606523,17.056812204103103,20.568122041031035,17.18832193582325,10.494476591267754,16.49132035770647,12.743293003682272,16.79379274066281
34.70804988662132,21.570294784580497,27.53684807256236,26.927437641723355,26.296768707482997,7.086167800453515,26.261337868480727,23.34183673469388,23.95124716553288,18.820861678004537,24.815759637188208,37.99603174603175,17.517006802721088,19.18934240362812,22.55391899000526,24.702380952380956,23.3843537414966,25.92120181405896,45.42233560090703,29.350907029478456,33.843537414965986,44.71371882086168,21.35770975056689,28.784013605442176,24.1921768707483,22.70408163265306,18.6612309310889,45.7624716553288,25.070861678004537,9.087322461862176,7.936507936507937,18.849206349206348,32.979024943310655,45.73412698412698,28.883219954648528,20.861678004535147,33.91439909297052,34.92063492063492,43.06972789115646,29.606009070294785,16.666666666666668,23.455215419501133,35.50170068027211,21.85374149659864,20.9750566893424,38.52040816326531,29.747732426303852,31.25,29.52097505668934,26.218820861678005,18.013038548752835,17.545351473922903,34.70804988662132,26.020408163265305,25.46768707482993,27.53684807256236,21.414399092970523,16.044187269857968,38.15097317201473,12.243556023145713,20.449763282482905,9.98158863755918,19.97632824829037,19.279326670173592,27.261967385586534,15.439242503945293,17.872172540768016,23.56859410430839,22.92214623882167,26.880589163598103,16.99105733824303,22.317201472908994,36.92793266701736,31.36507101525513,30.56286165176223,33.193056286165174,18.753287743293004,19.003156233561285,30.15873015873016,16.899000526038925,19.844818516570225,14.834297738032614,13.413992635455024,28.577064702788007,12.716991057338245,16.438716465018413,18.3061546554445,22.55391899000526,29.69489742240926,12.5,7.456601788532351,15.439242503945293,37.21725407680168,11.65176223040505,18.2140978432404,13.361388742766964,44.09521304576538,16.76749079431878,17.872172540768016,32.9431877958969,19.401927437641724,12.480273540241978,20.844292477643343,21.02840610205155,22.172540768016837,5.076275644397685,20.502367175170964,11.92793266701736,24.05312993161494,13.755917937927409,20.620725933719097
26.629818594104307,19.444444444444443,24.17800453514739,4.946145124716553,33.05697278911565,5.357142857142857,32.89399092970522,23.12925170068027,24.064625850340136,24.30555555555556,19.23185941043084,33.29081632653061,24.29138321995465,21.981292517006803,18.095739084692266,30.031179138321995,22.64739229024943,19.628684807256235,48.73866213151928,35.78514739229025,32.242063492063494,30.314625850340136,22.10884353741497,20.62074829931973,21.81122448979592,5.994897959183674,15.636507101525511,3.954081632653061,19.82709750566893,11.138874276696477,9.084467120181406,19.501133786848072,29.77607709750567,34.97732426303855,19.472789115646258,24.971655328798185,28.443877551020407,26.041666666666668,34.8781179138322,21.867913832199548,18.494897959183675,7.893990929705215,30.697278911564627,28.642290249433103,21.981292517006803,24.744897959183675,22.5765306122449,26.47392290249433,27.76360544217687,21.215986394557824,22.76077097505669,18.60827664399093,26.629818594104307,30.62641723356009,46.08843537414966,24.17800453514739,24.674036281179134,18.279852709100474,35.718043135192005,13.229879011046815,24.868490268279853,10.783798001052078,15.478695423461335,25.013150973172014,30.023671751709628,22.75118358758548,22.790636507101524,26.303854875283445,26.762230405049973,29.82640715412941,18.74013677012099,8.863755917937928,33.21935823250921,31.772751183587584,31.088900578642814,33.929510783798,28.0378748027354,24.789584429247764,31.179138321995463,12.828774329300368,16.504471330878484,21.672803787480277,16.188847974750132,33.53498158863756,14.084692267227776,19.871120462914256,22.02788006312467,18.095739084692266,26.89374013677012,7.15702947845805,9.2845870594424,12.37506575486586,31.273014203051027,13.203577064702788,21.22567069963177,20.370857443450817,33.36401893740137,9.771173066806943,9.15307732772225,26.61756970015781,21.54195011337869,0.0,26.157285639137296,20.16044187269858,21.29142556549185,29.06365071015255,27.55128879537086,14.084692267227776,29.050499736980537,13.62440820620726,20.88374539715939
16.60997732426304,0.0,21.499433106575964,0.0,7.738095238095238,3.798185941043084,7.525510204081633,15.136054421768709,7.284580498866213,6.760204081632653,9.240362811791384,17.261904761904763,14.852607709750568,9.43877551020408,4.14255654918464,18.438208616780045,11.848072562358276,11.11111111111111,0.0,9.424603174603174,14.115646258503402,18.849206349206348,15.476190476190476,13.803854875283449,0.0,0.0,8.179905312993162,0.0,12.40079365079365,4.997369805365597,6.77437641723356,9.948979591836734,18.310657596371883,18.18310657596372,0.0,13.3078231292517,15.36281179138322,14.441609977324264,22.80328798185941,6.49092970521542,6.63265306122449,2.7210884353741496,18.310657596371883,13.803854875283449,9.8781179138322,12.329931972789115,11.720521541950111,15.022675736961451,13.917233560090702,12.712585034013603,10.005668934240363,7.653061224489796,16.60997732426304,23.15759637188209,26.75736961451247,21.499433106575964,5.229591836734694,8.70594423987375,9.613361388742767,6.246712256706997,12.611783271962125,6.102051551814834,4.037348763808522,11.914781693845343,16.29405576012625,8.074697527617044,15.728563913729616,14.895124716553289,9.258285113098369,16.333508679642293,7.522356654392425,3.4324039978958445,18.595476065228823,16.872698579694898,21.948974224092584,29.024197790636507,7.154129405576013,0.0,19.812925170068027,8.574434508153603,9.692267227774856,4.076801683324566,9.613361388742767,9.915833771699106,6.246712256706997,12.611783271962125,15.163072067332983,4.14255654918464,17.924776433456074,5.640589569160998,4.971067859021567,8.745397159389794,15.412940557601262,8.324566017885324,4.418726985796949,8.28511309836928,17.74066280904787,3.8663861125723296,5.576012624934245,13.729615991583378,15.22108843537415,0.0,12.65123619147817,15.807469752761705,9.78432403997896,18.674381904260915,0.2761704366123093,9.416096791162548,12.335612835349815,0.0,12.006838506049448
15.3202947845805,9.72222222222222,19.061791383219955,4.946145124716553,17.183956916099774,5.9523809523809526,13.619614512471657,13.378684807256237,14.101473922902494,11.4937641723356,11.096938775510203,13.180272108843536,16.638321995464853,12.755102040816327,7.995791688584955,13.903061224489797,14.45578231292517,10.104875283446711,15.249433106575964,18.764172335600907,18.08390022675737,21.400226757369616,12.528344671201816,11.536281179138324,10.374149659863946,16.02891156462585,8.771699105733825,17.389455782312925,12.670068027210885,6.378221988427144,3.7273242630385486,9.991496598639456,11.06859410430839,14.866780045351474,7.355442176870748,14.895124716553289,18.424036281179134,14.384920634920634,19.37358276643991,13.081065759637188,7.397959183673469,17.517006802721088,20.521541950113377,14.469954648526077,12.910997732426305,12.996031746031743,5.48469387755102,13.279478458049889,17.27607709750567,11.989795918367347,13.180272108843536,9.863945578231291,15.3202947845805,11.25283446712018,17.970521541950113,19.061791383219955,11.380385487528343,7.851130983692793,11.020515518148343,6.759600210415571,14.137296159915834,4.721199368753288,8.692793266701736,15.110468174644923,16.123093108890057,8.429773803261442,16.01788532351394,16.04308390022676,14.531825355076275,11.612309310889003,9.20568122041031,8.824302998421883,16.76749079431878,10.15255128879537,27.93266701735929,25.986322987901104,13.584955286691216,16.63598106259863,17.488662131519273,8.88348237769595,8.127301420305102,10.007890583903208,9.455549710678593,12.82219884271436,11.730668069437138,14.281956864807997,13.992635455023672,7.995791688584955,23.040504997369805,7.695578231292517,4.247764334560758,7.469752761704366,15.531299316149395,8.692793266701736,9.468700683850605,11.112572330352446,14.360862703840084,9.271436086270384,10.849552866912152,11.65176223040505,11.35204081632653,7.601262493424513,12.112046291425566,11.388742766964755,17.26722777485534,21.593897948448184,11.441346659652812,10.941609679116254,16.29405576012625,5.641767490794319,12.585481325618096
11.607142857142858,12.244897959183673,12.54251700680272,5.909863945578231,13.484977324263038,2.636054421768708,10.30328798185941,8.97108843537415,12.797619047619047,10.572562358276643,10.92687074829932,15.235260770975056,13.180272108843536,8.942743764172336,8.587585481325618,11.649659863945578,10.884353741496598,9.35374149659864,13.279478458049889,17.729591836734695,15.1218820861678,16.18480725623583,12.032312925170068,10.742630385487528,12.15986394557823,10.090702947845806,7.8248290373487634,19.387755102040817,9.410430839002268,4.129405576012625,4.520975056689342,7.171201814058957,11.763038548752837,17.729591836734695,10.82766439909297,10.54421768707483,12.174036281179138,14.540816326530612,17.46031746031746,10.260770975056689,7.01530612244898,13.818027210884354,17.36111111111111,9.693877551020408,10.473356009070296,11.040249433106576,11.337868480725623,11.380385487528343,17.21938775510204,11.337868480725623,11.096938775510203,9.977324263038549,11.607142857142858,14.27154195011338,14.07312925170068,12.54251700680272,9.552154195011338,8.153603366649133,12.598632298790111,5.957390846922673,11.09942135718043,4.984218832193583,7.667017359284587,15.386638611257233,10.836401893740137,8.534981588637558,12.217254076801684,13.88888888888889,12.953708574434508,10.915307732772224,7.969489742240926,10.967911625460284,12.966859547606523,14.176749079431875,23.987375065754865,22.22514466070489,11.4281956864808,10.047343503419253,8.715986394557824,8.20620725933719,9.665965281430823,7.995791688584955,5.852183061546555,17.306680694371384,9.061020515518148,10.849552866912152,10.862703840084166,8.587585481325618,13.387690689110997,5.72562358276644,4.747501315097317,7.075223566543924,12.059442398737506,7.561809573908469,8.364018937401367,10.218306154655444,21.015255128879534,10.139400315623355,10.941609679116254,14.610731194108364,11.139455782312924,19.29247764334561,10.389268805891636,9.363492898474489,13.82167280378748,18.108890057864283,14.781693845344556,8.4823776959495,16.01788532351394,10.783798001052078,8.600736454497634
19.883786848072564,15.504535147392293,15.065192743764172,8.73015873015873,13.76842403628118,4.336734693877551,13.959750566893424,11.73469387755102,15.348639455782314,11.21031746031746,11.295351473922905,16.1281179138322,12.329931972789115,11.564625850340136,11.15202524986849,15.03684807256236,13.16609977324263,10.175736961451246,16.723356009070294,20.46485260770975,17.743764172335602,17.50283446712018,14.35657596371882,14.824263038548754,14.427437641723357,11.550453514739228,8.95581273014203,20.691609977324266,10.459183673469388,7.048921620199895,4.67687074829932,11.989795918367347,9.8781179138322,18.438208616780045,15.617913832199546,16.79421768707483,16.25566893424036,16.02891156462585,19.047619047619047,15.1218820861678,7.837301587301587,13.832199546485262,21.66950113378685,14.625850340136054,12.244897959183673,7.950680272108843,12.45748299319728,14.17233560090703,20.096371882086167,13.803854875283449,12.089002267573695,8.20578231292517,19.883786848072564,14.285714285714286,7.29875283446712,15.065192743764172,15.717120181405896,9.166228300894266,13.29563387690689,8.20620725933719,15.860073645449765,5.418200946870068,8.75854813256181,15.386638611257233,16.26775381378222,9.324039978958442,12.361914781693846,20.39399092970521,13.729615991583378,15.399789584429248,9.297738032614411,13.29563387690689,20.975802209363493,15.373487638085216,21.672803787480277,24.487112046291426,11.98053655970542,13.032614413466597,15.504535147392293,10.08022093634929,11.70436612309311,8.653340347185692,7.3513940031562335,16.82009468700684,9.78432403997896,14.57127827459232,15.084166228300894,11.15202524986849,16.728037874802734,5.513038548752834,5.654918463966333,7.588111520252498,14.860599684376645,7.653866386112572,4.971067859021567,11.638611257233036,25.841662283008944,9.78432403997896,10.889005786428196,15.938979484481852,13.93140589569161,18.950552340873223,16.188847974750132,9.889531825355077,15.149921094160968,21.47553918990005,10.849552866912152,9.560757496054707,18.595476065228823,9.363492898474489,11.770120988953185
23.767006802721088,18.934240362811792,21.35770975056689,17.403628117913833,21.520691609977323,3.755668934240363,25.014172335600907,14.569160997732428,1.488095238095238,15.830498866213151,17.800453514739228,23.497732426303852,14.328231292517009,15.391156462585034,19.50289321409784,21.03174603174603,18.197278911564627,18.26814058956916,29.81859410430839,27.650226757369616,31.221655328798185,32.11451247165533,17.389455782312925,25.212585034013607,17.488662131519273,19.82709750566893,15.610205155181484,28.784013605442176,20.011337868480727,1.604418726985797,7.029478458049887,20.918367346938776,19.387755102040817,33.673469387755105,21.159297052154194,15.447845804988662,27.45181405895692,24.31972789115646,30.68310657596372,25.099206349206348,18.565759637188208,19.41609977324263,31.094104308390023,18.86337868480725,16.156462585034014,19.51530612244898,16.680839002267575,23.497732426303852,26.55895691609977,21.35770975056689,16.496598639455783,19.444444444444443,23.767006802721088,20.025510204081638,8.715986394557824,21.35770975056689,14.866780045351474,13.9268805891636,28.471856917411888,9.218832193582324,19.200420831141503,8.061546554445028,12.546028406102051,19.97632824829037,27.485533929510783,14.715938979484482,16.557075223566542,19.34523809523809,17.59600210415571,24.105733824303,11.70436612309311,19.200420831141503,25.907417148869012,21.9621251972646,26.091530773277224,28.10362966859548,19.88427143608627,17.924776433456074,21.485260770975056,13.22330352446081,15.228826933193057,10.862703840084166,14.255654918463966,21.278274592319832,13.256180957390846,14.110994213571804,16.01788532351394,19.50289321409784,25.3550762756444,8.418367346938776,7.1409784324039975,10.691741188847974,24.395055234087323,11.586007364544976,13.34823776959495,11.507101525512889,39.76854287217254,10.42872172540768,14.57127827459232,26.130983692793265,17.346938775510203,17.332982640715414,14.978958442924776,12.283008942661755,19.13466596528143,22.92214623882167,19.16096791162546,12.217254076801684,18.871646501841138,9.67911625460284,19.8185165702262
