,date,value
0,2017-01-01,25
1,2017-01-02,103
2,2017-01-03,65
3,2017-01-04,87
4,2017-01-05,86
5,2017-01-06,89
6,2017-01-07,84
7,2017-01-08,60
8,2017-01-09,81
9,2017-01-10,86
10,2017-01-11,63
11,2017-01-12,85
12,2017-01-13,95
13,2017-01-14,72
14,2017-01-15,56
15,2017-01-16,75
16,2017-01-17,79
17,2017-01-18,88
18,2017-01-19,112
19,2017-01-20,126
20,2017-01-21,85
21,2017-01-22,50
22,2017-01-23,78
23,2017-01-24,74
24,2017-01-25,77
25,2017-01-26,89
26,2017-01-27,101
27,2017-01-28,92
28,2017-01-29,57
29,2017-01-30,97
30,2017-01-31,158
31,2017-02-01,153
32,2017-02-02,133
33,2017-02-03,127
34,2017-02-04,96
35,2017-02-05,72
36,2017-02-06,89
37,2017-02-07,83
38,2017-02-08,59
39,2017-02-09,92
40,2017-02-10,138
41,2017-02-11,93
42,2017-02-12,47
43,2017-02-13,101
44,2017-02-14,83
45,2017-02-15,96
46,2017-02-16,87
47,2017-02-17,114
48,2017-02-18,89
49,2017-02-19,53
50,2017-02-20,94
51,2017-02-21,75
52,2017-02-22,65
53,2017-02-23,102
54,2017-02-24,123
55,2017-02-25,74
56,2017-02-26,56
57,2017-02-27,91
58,2017-02-28,167
59,2017-03-01,125
60,2017-03-02,146
61,2017-03-03,148
62,2017-03-04,102
63,2017-03-05,64
64,2017-03-06,70
65,2017-03-07,87
66,2017-03-08,86
67,2017-03-09,109
68,2017-03-10,123
69,2017-03-11,101
70,2017-03-12,54
71,2017-03-13,72
72,2017-03-14,82
73,2017-03-15,85
74,2017-03-16,103
75,2017-03-17,114
76,2017-03-18,93
77,2017-03-19,65
78,2017-03-20,87
79,2017-03-21,79
80,2017-03-22,76
81,2017-03-23,113
82,2017-03-24,121
83,2017-03-25,98
84,2017-03-26,57
85,2017-03-27,73
86,2017-03-28,91
87,2017-03-29,71
88,2017-03-30,100
89,2017-03-31,260
90,2017-04-01,164
91,2017-04-02,118
92,2017-04-03,147
93,2017-04-04,132
94,2017-04-05,108
95,2017-04-06,100
96,2017-04-07,143
97,2017-04-08,109
98,2017-04-09,78
99,2017-04-10,107
100,2017-04-11,123
101,2017-04-12,159
102,2017-04-13,102
103,2017-04-14,75
104,2017-04-15,89
105,2017-04-16,58
106,2017-04-17,62
107,2017-04-18,128
108,2017-04-19,100
109,2017-04-20,108
110,2017-04-21,126
111,2017-04-22,128
112,2017-04-23,67
113,2017-04-24,90
114,2017-04-25,79
115,2017-04-26,95
116,2017-04-27,133
117,2017-04-28,230
118,2017-04-29,129
119,2017-04-30,81
120,2017-05-01,139
121,2017-05-02,116
122,2017-05-03,119
123,2017-05-04,150
124,2017-05-05,179
125,2017-05-06,117
126,2017-05-07,58
127,2017-05-08,110
128,2017-05-09,108
129,2017-05-10,120
130,2017-05-11,180
