,date,value
0,2017-01-01,34.0
1,2017-01-02,27.0
2,2017-01-03,16.0
3,2017-01-04,26.0
4,2017-01-05,31.0
5,2017-01-06,25.0
6,2017-01-07,39.0
7,2017-01-08,20.0
8,2017-01-09,36.0
9,2017-01-10,30.0
10,2017-01-11,12.0
11,2017-01-12,27.0
12,2017-01-13,25.0
13,2017-01-14,21.0
14,2017-01-15,19.0
15,2017-01-16,22.0
16,2017-01-17,18.0
17,2017-01-18,28.0
18,2017-01-19,18.0
19,2017-01-20,18.0
20,2017-01-21,27.0
21,2017-01-22,11.0
22,2017-01-23,8.0
23,2017-01-24,26.0
24,2017-01-25,20.0
25,2017-01-26,31.0
26,2017-01-27,43.0
27,2017-01-28,24.0
28,2017-01-29,15.0
29,2017-01-30,26.0
30,2017-01-31,41.0
31,2017-02-01,27.0
32,2017-02-02,38.0
33,2017-02-03,35.0
34,2017-02-04,32.0
35,2017-02-05,14.0
36,2017-02-06,22.0
37,2017-02-07,21.0
38,2017-02-08,20.0
39,2017-02-09,23.0
40,2017-02-10,35.0
41,2017-02-11,27.0
42,2017-02-12,14.0
43,2017-02-13,24.0
44,2017-02-14,22.0
45,2017-02-15,21.0
46,2017-02-16,18.0
47,2017-02-17,22.0
48,2017-02-18,19.0
49,2017-02-19,14.0
50,2017-02-20,12.0
51,2017-02-21,27.0
52,2017-02-22,19.0
53,2017-02-23,27.0
54,2017-02-24,36.0
55,2017-02-25,26.0
56,2017-02-26,15.0
57,2017-02-27,24.0
58,2017-02-28,40.0
59,2017-03-01,42.0
60,2017-03-02,28.0
61,2017-03-03,37.0
62,2017-03-04,28.0
63,2017-03-05,13.0
64,2017-03-06,1.0
65,2017-03-07,17.0
66,2017-03-08,24.0
67,2017-03-09,19.0
68,2017-03-10,32.0
69,2017-03-11,33.0
70,2017-03-12,18.0
71,2017-03-13,24.0
72,2017-03-14,24.0
73,2017-03-15,21.0
74,2017-03-16,25.0
75,2017-03-17,39.0
76,2017-03-18,21.0
77,2017-03-19,14.0
78,2017-03-20,34.0
79,2017-03-21,27.0
80,2017-03-22,38.0
81,2017-03-23,16.0
82,2017-03-24,38.0
83,2017-03-25,21.0
84,2017-03-26,14.0
85,2017-03-27,30.0
86,2017-03-28,22.0
87,2017-03-29,30.0
88,2017-03-30,29.0
89,2017-03-31,61.0
90,2017-04-01,43.0
91,2017-04-02,30.0
92,2017-04-03,35.0
93,2017-04-04,42.0
94,2017-04-05,32.0
95,2017-04-06,35.0
96,2017-04-07,35.0
97,2017-04-08,37.0
98,2017-04-09,23.0
99,2017-04-10,19.0
100,2017-04-11,34.0
101,2017-04-12,37.0
102,2017-04-13,21.0
103,2017-04-14,10.0
104,2017-04-15,20.0
105,2017-04-16,9.0
106,2017-04-17,15.0
107,2017-04-18,28.0
108,2017-04-19,39.0
109,2017-04-20,30.0
110,2017-04-21,43.0
111,2017-04-22,24.0
112,2017-04-23,18.0
113,2017-04-24,26.0
114,2017-04-25,20.0
115,2017-04-26,25.0
116,2017-04-27,28.0
117,2017-04-28,41.0
118,2017-04-29,33.0
119,2017-04-30,35.0
120,2017-05-01,42.0
121,2017-05-02,27.0
122,2017-05-03,29.0
123,2017-05-04,46.0
124,2017-05-05,37.0
125,2017-05-06,33.0
126,2017-05-07,20.0
127,2017-05-08,28.0
128,2017-05-09,35.0
129,2017-05-10,26.0
130,2017-05-11,31.0
131,2017-05-12,28.0
132,2017-05-13,27.0
133,2017-05-14,25.0
134,2017-05-15,26.0
135,2017-05-16,32.0
136,2017-05-17,31.0
137,2017-05-18,39.0
138,2017-05-19,42.0
139,2017-05-20,24.0
140,2017-05-21,24.0
141,2017-05-22,26.0
142,2017-05-23,31.0
143,2017-05-24,30.0
144,2017-05-25,21.0
145,2017-05-26,31.0
146,2017-05-27,38.0
147,2017-05-28,15.0
148,2017-05-29,26.0
149,2017-05-30,29.0
150,2017-05-31,34.0
151,2017-06-01,40.0
152,2017-06-02,37.0
153,2017-06-03,34.0
154,2017-06-04,14.0
155,2017-06-05,16.0
156,2017-06-06,29.0
157,2017-06-07,27.0
158,2017-06-08,28.0
159,2017-06-09,28.0
160,2017-06-10,39.0
161,2017-06-11,24.0
162,2017-06-12,31.0
163,2017-06-13,20.0
164,2017-06-14,29.0
165,2017-06-15,28.0
166,2017-06-16,29.0
167,2017-06-17,32.0
168,2017-06-18,19.0
169,2017-06-19,28.0
170,2017-06-20,23.0
171,2017-06-21,39.0
172,2017-06-22,22.0
173,2017-06-23,38.0
174,2017-06-24,19.0
175,2017-06-25,18.0
176,2017-06-26,28.0
177,2017-06-27,35.0
178,2017-06-28,33.0
179,2017-06-29,33.0
180,2017-06-30,33.0
181,2017-07-01,30.0
182,2017-07-02,9.0
183,2017-07-03,22.0
184,2017-07-04,34.0
185,2017-07-05,20.0
186,2017-07-06,33.0
187,2017-07-07,24.0
188,2017-07-08,22.0
189,2017-07-09,15.0
190,2017-07-10,32.0
191,2017-07-11,25.0
192,2017-07-12,18.0
193,2017-07-13,18.0
194,2017-07-14,27.0
195,2017-07-15,40.0
196,2017-07-16,29.0
197,2017-07-17,29.0
198,2017-07-18,46.0
199,2017-07-19,27.0
200,2017-07-20,26.0
201,2017-07-21,31.0
202,2017-07-22,23.0
203,2017-07-23,13.0
204,2017-07-24,21.0
205,2017-07-25,22.0
206,2017-07-26,13.0
207,2017-07-27,27.0
208,2017-07-28,29.0
209,2017-07-29,11.0
210,2017-07-30,19.0
211,2017-07-31,45.0
212,2017-08-01,45.0
213,2017-08-02,23.0
214,2017-08-03,28.0
215,2017-08-04,38.0
216,2017-08-05,34.0
217,2017-08-06,25.0
218,2017-08-07,26.0
219,2017-08-08,29.0
220,2017-08-09,30.0
221,2017-08-10,31.0
222,2017-08-11,41.0
223,2017-08-12,27.0
224,2017-08-13,10.0
225,2017-08-14,21.0
226,2017-08-15,12.0
227,2017-08-16,0.0
228,2017-08-17,0.0
229,2017-08-18,33.0
