,date,value
0,2017-01-01,10.0
1,2017-01-02,43.0
2,2017-01-03,30.0
3,2017-01-04,11.0
4,2017-01-05,28.0
5,2017-01-06,42.0
6,2017-01-07,31.0
7,2017-01-08,29.0
8,2017-01-09,33.0
9,2017-01-10,24.0
10,2017-01-11,27.0
11,2017-01-12,23.0
12,2017-01-13,39.0
13,2017-01-14,32.0
14,2017-01-15,27.0
15,2017-01-16,29.0
16,2017-01-17,32.0
17,2017-01-18,40.0
18,2017-01-19,25.0
19,2017-01-20,57.0
20,2017-01-21,35.0
21,2017-01-22,20.0
22,2017-01-23,27.0
23,2017-01-24,29.0
24,2017-01-25,30.0
25,2017-01-26,36.0
26,2017-01-27,39.0
27,2017-01-28,30.0
28,2017-01-29,25.0
29,2017-01-30,25.0
30,2017-01-31,65.0
31,2017-02-01,44.0
32,2017-02-02,40.0
33,2017-02-03,63.0
34,2017-02-04,45.0
35,2017-02-05,31.0
36,2017-02-06,26.0
37,2017-02-07,21.0
38,2017-02-08,31.0
39,2017-02-09,45.0
40,2017-02-10,39.0
41,2017-02-11,35.0
42,2017-02-12,31.0
43,2017-02-13,39.0
44,2017-02-14,11.0
45,2017-02-15,0.0
46,2017-02-16,0.0
47,2017-02-17,40.0
48,2017-02-18,33.0
49,2017-02-19,26.0
50,2017-02-20,19.0
51,2017-02-21,26.0
52,2017-02-22,38.0
53,2017-02-23,35.0
54,2017-02-24,67.0
55,2017-02-25,25.0
56,2017-02-26,38.0
57,2017-02-27,21.0
58,2017-02-28,47.0
59,2017-03-01,42.0
60,2017-03-02,56.0
61,2017-03-03,66.0
62,2017-03-04,45.0
63,2017-03-05,26.0
64,2017-03-06,20.0
65,2017-03-07,41.0
66,2017-03-08,38.0
67,2017-03-09,41.0
68,2017-03-10,35.0
69,2017-03-11,46.0
70,2017-03-12,29.0
71,2017-03-13,27.0
72,2017-03-14,29.0
73,2017-03-15,40.0
74,2017-03-16,44.0
75,2017-03-17,38.0
76,2017-03-18,47.0
77,2017-03-19,19.0
78,2017-03-20,24.0
79,2017-03-21,24.0
80,2017-03-22,37.0
81,2017-03-23,36.0
82,2017-03-24,44.0
83,2017-03-25,50.0
84,2017-03-26,16.0
85,2017-03-27,32.0
86,2017-03-28,23.0
87,2017-03-29,35.0
88,2017-03-30,42.0
89,2017-03-31,74.0
90,2017-04-01,47.0
91,2017-04-02,31.0
92,2017-04-03,36.0
93,2017-04-04,47.0
94,2017-04-05,36.0
95,2017-04-06,52.0
96,2017-04-07,64.0
97,2017-04-08,44.0
98,2017-04-09,37.0
99,2017-04-10,32.0
100,2017-04-11,51.0
101,2017-04-12,66.0
102,2017-04-13,49.0
103,2017-04-14,46.0
104,2017-04-15,40.0
105,2017-04-16,33.0
106,2017-04-17,39.0
107,2017-04-18,33.0
108,2017-04-19,0.0
109,2017-04-20,0.0
110,2017-04-21,0.0
111,2017-04-22,0.0
112,2017-04-23,0.0
113,2017-04-24,0.0
114,2017-04-25,31.0
115,2017-04-26,57.0
116,2017-04-27,47.0
117,2017-04-28,97.0
118,2017-04-29,42.0
119,2017-04-30,51.0
120,2017-05-01,53.0
121,2017-05-02,37.0
122,2017-05-03,47.0
123,2017-05-04,53.0
124,2017-05-05,80.0
125,2017-05-06,52.0
126,2017-05-07,45.0
127,2017-05-08,32.0
128,2017-05-09,42.0
129,2017-05-10,33.0
130,2017-05-11,45.0
131,2017-05-12,48.0
132,2017-05-13,56.0
133,2017-05-14,43.0
134,2017-05-15,27.0
135,2017-05-16,31.0
136,2017-05-17,40.0
137,2017-05-18,39.0
138,2017-05-19,57.0
139,2017-05-20,45.0
140,2017-05-21,39.0
141,2017-05-22,34.0
142,2017-05-23,40.0
143,2017-05-24,51.0
144,2017-05-25,46.0
145,2017-05-26,45.0
146,2017-05-27,62.0
147,2017-05-28,34.0
148,2017-05-29,36.0
149,2017-05-30,31.0
150,2017-05-31,62.0
151,2017-06-01,53.0
152,2017-06-02,77.0
153,2017-06-03,49.0
154,2017-06-04,27.0
155,2017-06-05,38.0
156,2017-06-06,39.0
157,2017-06-07,40.0
158,2017-06-08,44.0
159,2017-06-09,55.0
160,2017-06-10,43.0
161,2017-06-11,38.0
162,2017-06-12,35.0
163,2017-06-13,25.0
164,2017-06-14,41.0
165,2017-06-15,57.0
166,2017-06-16,76.0
