,date,value
0,2017-01-01,33.0
1,2017-01-02,0.0
2,2017-01-03,0.0
3,2017-01-04,80.0
4,2017-01-05,81.0
5,2017-01-06,101.0
6,2017-01-07,81.0
7,2017-01-08,53.0
8,2017-01-09,76.0
9,2017-01-10,62.0
10,2017-01-11,77.0
11,2017-01-12,93.0
12,2017-01-13,111.0
13,2017-01-14,102.0
14,2017-01-15,57.0
15,2017-01-16,71.0
16,2017-01-17,67.0
17,2017-01-18,93.0
18,2017-01-19,102.0
19,2017-01-20,114.0
20,2017-01-21,77.0
21,2017-01-22,66.0
22,2017-01-23,70.0
23,2017-01-24,78.0
24,2017-01-25,85.0
25,2017-01-26,96.0
26,2017-01-27,115.0
27,2017-01-28,97.0
28,2017-01-29,76.0
29,2017-01-30,86.0
30,2017-01-31,156.0
31,2017-02-01,132.0
32,2017-02-02,117.0
33,2017-02-03,152.0
34,2017-02-04,141.0
35,2017-02-05,70.0
36,2017-02-06,74.0
37,2017-02-07,95.0
38,2017-02-08,74.0
39,2017-02-09,82.0
40,2017-02-10,125.0
41,2017-02-11,84.0
42,2017-02-12,2.0
43,2017-02-13,0.0
44,2017-02-14,21.0
45,2017-02-15,117.0
46,2017-02-16,107.0
47,2017-02-17,134.0
48,2017-02-18,77.0
49,2017-02-19,49.0
50,2017-02-20,60.0
51,2017-02-21,74.0
52,2017-02-22,75.0
53,2017-02-23,81.0
54,2017-02-24,118.0
55,2017-02-25,68.0
56,2017-02-26,65.0
57,2017-02-27,84.0
58,2017-02-28,135.0
59,2017-03-01,125.0
60,2017-03-02,123.0
61,2017-03-03,113.0
62,2017-03-04,104.0
63,2017-03-05,76.0
64,2017-03-06,65.0
65,2017-03-07,78.0
66,2017-03-08,77.0
67,2017-03-09,108.0
68,2017-03-10,147.0
69,2017-03-11,96.0
70,2017-03-12,96.0
71,2017-03-13,71.0
72,2017-03-14,70.0
73,2017-03-15,89.0
74,2017-03-16,101.0
75,2017-03-17,128.0
76,2017-03-18,96.0
77,2017-03-19,82.0
78,2017-03-20,76.0
79,2017-03-21,70.0
80,2017-03-22,86.0
81,2017-03-23,85.0
82,2017-03-24,110.0
83,2017-03-25,98.0
84,2017-03-26,59.0
85,2017-03-27,82.0
86,2017-03-28,77.0
87,2017-03-29,85.0
88,2017-03-30,97.0
89,2017-03-31,251.0
90,2017-04-01,151.0
91,2017-04-02,108.0
92,2017-04-03,122.0
93,2017-04-04,83.0
94,2017-04-05,89.0
95,2017-04-06,159.0
96,2017-04-07,155.0
97,2017-04-08,112.0
98,2017-04-09,75.0
99,2017-04-10,96.0
100,2017-04-11,128.0
101,2017-04-12,159.0
102,2017-04-13,97.0
103,2017-04-14,76.0
104,2017-04-15,93.0
105,2017-04-16,63.0
106,2017-04-17,67.0
107,2017-04-18,91.0
108,2017-04-19,69.0
109,2017-04-20,111.0
110,2017-04-21,89.0
111,2017-04-22,129.0
112,2017-04-23,63.0
113,2017-04-24,76.0
114,2017-04-25,94.0
115,2017-04-26,96.0
116,2017-04-27,107.0
117,2017-04-28,123.0
118,2017-04-29,180.0
119,2017-04-30,100.0
120,2017-05-01,134.0
121,2017-05-02,95.0
122,2017-05-03,36.0
123,2017-05-04,0.0
124,2017-05-05,0.0
125,2017-05-06,0.0
126,2017-05-07,0.0
127,2017-05-08,81.0
128,2017-05-09,86.0
129,2017-05-10,116.0
130,2017-05-11,142.0
131,2017-05-12,110.0
132,2017-05-13,117.0
133,2017-05-14,67.0
134,2017-05-15,83.0
135,2017-05-16,41.0
136,2017-05-17,69.0
137,2017-05-18,55.0
138,2017-05-19,97.0
139,2017-05-20,129.0
140,2017-05-21,61.0
141,2017-05-22,54.0
142,2017-05-23,82.0
143,2017-05-24,102.0
144,2017-05-25,148.0
145,2017-05-26,92.0
146,2017-05-27,92.0
147,2017-05-28,62.0
148,2017-05-29,77.0
149,2017-05-30,65.0
150,2017-05-31,176.0
151,2017-06-01,146.0
152,2017-06-02,174.0
153,2017-06-03,126.0
154,2017-06-04,108.0
155,2017-06-05,91.0
156,2017-06-06,104.0
157,2017-06-07,1.0
158,2017-06-08,60.0
159,2017-06-09,117.0
160,2017-06-10,113.0
161,2017-06-11,78.0
162,2017-06-12,74.0
163,2017-06-13,58.0
164,2017-06-14,75.0
165,2017-06-15,96.0
166,2017-06-16,145.0
167,2017-06-17,119.0
168,2017-06-18,77.0
