,date,value
0,2017-01-01,32.0
1,2017-01-02,68.0
2,2017-01-03,51.0
3,2017-01-04,48.0
4,2017-01-05,42.0
5,2017-01-06,66.0
6,2017-01-07,53.0
7,2017-01-08,50.0
8,2017-01-09,55.0
9,2017-01-10,34.0
10,2017-01-11,47.0
11,2017-01-12,56.0
12,2017-01-13,64.0
13,2017-01-14,67.0
14,2017-01-15,48.0
15,2017-01-16,50.0
16,2017-01-17,49.0
17,2017-01-18,45.0
18,2017-01-19,65.0
19,2017-01-20,77.0
20,2017-01-21,56.0
21,2017-01-22,47.0
22,2017-01-23,36.0
23,2017-01-24,41.0
24,2017-01-25,41.0
25,2017-01-26,75.0
26,2017-01-27,68.0
27,2017-01-28,54.0
28,2017-01-29,53.0
29,2017-01-30,54.0
30,2017-01-31,99.0
31,2017-02-01,82.0
32,2017-02-02,66.0
33,2017-02-03,97.0
34,2017-02-04,76.0
35,2017-02-05,55.0
36,2017-02-06,53.0
37,2017-02-07,52.0
38,2017-02-08,59.0
39,2017-02-09,52.0
40,2017-02-10,79.0
41,2017-02-11,65.0
42,2017-02-12,37.0
43,2017-02-13,36.0
44,2017-02-14,48.0
45,2017-02-15,59.0
46,2017-02-16,53.0
47,2017-02-17,60.0
48,2017-02-18,68.0
49,2017-02-19,51.0
50,2017-02-20,52.0
51,2017-02-21,61.0
52,2017-02-22,62.0
53,2017-02-23,54.0
54,2017-02-24,83.0
55,2017-02-25,60.0
56,2017-02-26,41.0
57,2017-02-27,52.0
58,2017-02-28,90.0
59,2017-03-01,74.0
60,2017-03-02,64.0
61,2017-03-03,64.0
62,2017-03-04,79.0
63,2017-03-05,55.0
64,2017-03-06,49.0
65,2017-03-07,57.0
66,2017-03-08,49.0
67,2017-03-09,60.0
68,2017-03-10,84.0
69,2017-03-11,57.0
70,2017-03-12,47.0
71,2017-03-13,61.0
72,2017-03-14,56.0
73,2017-03-15,48.0
74,2017-03-16,67.0
75,2017-03-17,80.0
76,2017-03-18,64.0
77,2017-03-19,61.0
78,2017-03-20,39.0
79,2017-03-21,39.0
80,2017-03-22,67.0
81,2017-03-23,72.0
82,2017-03-24,95.0
83,2017-03-25,74.0
84,2017-03-26,63.0
85,2017-03-27,47.0
86,2017-03-28,51.0
87,2017-03-29,52.0
88,2017-03-30,53.0
89,2017-03-31,139.0
90,2017-04-01,102.0
91,2017-04-02,72.0
92,2017-04-03,60.0
93,2017-04-04,76.0
94,2017-04-05,74.0
95,2017-04-06,68.0
96,2017-04-07,90.0
97,2017-04-08,11.0
98,2017-04-09,0.0
99,2017-04-10,28.0
100,2017-04-11,72.0
101,2017-04-12,83.0
102,2017-04-13,52.0
103,2017-04-14,45.0
104,2017-04-15,52.0
105,2017-04-16,45.0
106,2017-04-17,33.0
107,2017-04-18,52.0
108,2017-04-19,83.0
109,2017-04-20,71.0
110,2017-04-21,92.0
111,2017-04-22,72.0
112,2017-04-23,76.0
113,2017-04-24,68.0
114,2017-04-25,68.0
115,2017-04-26,72.0
116,2017-04-27,84.0
117,2017-04-28,118.0
118,2017-04-29,0.0
119,2017-04-30,0.0
120,2017-05-01,38.0
121,2017-05-02,91.0
122,2017-05-03,64.0
123,2017-05-04,86.0
124,2017-05-05,119.0
125,2017-05-06,88.0
126,2017-05-07,79.0
127,2017-05-08,65.0
128,2017-05-09,57.0
129,2017-05-10,72.0
130,2017-05-11,93.0
131,2017-05-12,71.0
132,2017-05-13,71.0
133,2017-05-14,82.0
134,2017-05-15,67.0
135,2017-05-16,46.0
136,2017-05-17,52.0
137,2017-05-18,77.0
138,2017-05-19,71.0
139,2017-05-20,78.0
140,2017-05-21,59.0
141,2017-05-22,61.0
142,2017-05-23,53.0
143,2017-05-24,69.0
144,2017-05-25,58.0
145,2017-05-26,54.0
146,2017-05-27,51.0
147,2017-05-28,42.0
148,2017-05-29,61.0
149,2017-05-30,74.0
150,2017-05-31,101.0
151,2017-06-01,71.0
152,2017-06-02,125.0
153,2017-06-03,125.0
154,2017-06-04,69.0
155,2017-06-05,18.0
156,2017-06-06,27.0
157,2017-06-07,71.0
158,2017-06-08,61.0
159,2017-06-09,67.0
160,2017-06-10,83.0
161,2017-06-11,49.0
162,2017-06-12,55.0
163,2017-06-13,60.0
164,2017-06-14,78.0
165,2017-06-15,76.0
166,2017-06-16,121.0
167,2017-06-17,80.0
168,2017-06-18,56.0
169,2017-06-19,63.0
170,2017-06-20,69.0
171,2017-06-21,70.0
172,2017-06-22,57.0
173,2017-06-23,89.0
174,2017-06-24,76.0
175,2017-06-25,3.0
176,2017-06-26,0.0
177,2017-06-27,0.0
178,2017-06-28,70.0
179,2017-06-29,61.0
180,2017-06-30,148.0
181,2017-07-01,83.0
182,2017-07-02,47.0
183,2017-07-03,58.0
184,2017-07-04,66.0
185,2017-07-05,57.0
186,2017-07-06,53.0
187,2017-07-07,92.0
188,2017-07-08,65.0
189,2017-07-09,40.0
190,2017-07-10,65.0
191,2017-07-11,42.0
192,2017-07-12,62.0
193,2017-07-13,53.0
194,2017-07-14,68.0
195,2017-07-15,63.0
196,2017-07-16,35.0
197,2017-07-17,38.0
198,2017-07-18,57.0
199,2017-07-19,44.0
200,2017-07-20,53.0
201,2017-07-21,62.0
202,2017-07-22,52.0
203,2017-07-23,47.0
204,2017-07-24,44.0
205,2017-07-25,37.0
206,2017-07-26,55.0
207,2017-07-27,48.0
208,2017-07-28,46.0
209,2017-07-29,65.0
210,2017-07-30,64.0
211,2017-07-31,85.0
212,2017-08-01,65.0
213,2017-08-02,73.0
214,2017-08-03,53.0
215,2017-08-04,74.0
216,2017-08-05,61.0
217,2017-08-06,37.0
218,2017-08-07,57.0
219,2017-08-08,69.0
220,2017-08-09,60.0
221,2017-08-10,55.0
222,2017-08-11,106.0
223,2017-08-12,60.0
224,2017-08-13,42.0
225,2017-08-14,58.0
226,2017-08-15,66.0
227,2017-08-16,51.0
228,2017-08-17,59.0
229,2017-08-18,101.0
230,2017-08-19,77.0
231,2017-08-20,50.0
232,2017-08-21,52.0
233,2017-08-22,45.0
234,2017-08-23,74.0
235,2017-08-24,56.0
236,2017-08-25,109.0
237,2017-08-26,86.0
