,date,value
0,2017-06-23,2.0
1,2017-06-24,28.0
2,2017-06-25,0.0
3,2017-06-26,4.0
4,2017-06-27,7.0
5,2017-06-28,7.0
6,2017-06-29,8.0
7,2017-06-30,19.0
8,2017-07-01,11.0
9,2017-07-02,13.0
10,2017-07-03,5.0
11,2017-07-04,9.0
12,2017-07-05,9.0
13,2017-07-06,14.0
14,2017-07-07,16.0
15,2017-07-08,10.0
16,2017-07-09,10.0
17,2017-07-10,10.0
18,2017-07-11,0.0
19,2017-07-12,6.0
20,2017-07-13,10.0
21,2017-07-14,11.0
22,2017-07-15,5.0
23,2017-07-16,10.0
24,2017-07-17,3.0
25,2017-07-18,8.0
26,2017-07-19,6.0
27,2017-07-20,15.0
28,2017-07-21,10.0
29,2017-07-22,5.0
30,2017-07-23,4.0
31,2017-07-24,12.0
32,2017-07-25,5.0
33,2017-07-26,8.0
34,2017-07-27,8.0
35,2017-07-28,14.0
36,2017-07-29,8.0
37,2017-07-30,5.0
38,2017-07-31,18.0
39,2017-08-01,15.0
40,2017-08-02,11.0
41,2017-08-03,16.0
42,2017-08-04,8.0
43,2017-08-05,9.0
44,2017-08-06,11.0
45,2017-08-07,16.0
46,2017-08-08,14.0
47,2017-08-09,11.0
48,2017-08-10,8.0
49,2017-08-11,18.0
50,2017-08-12,8.0
51,2017-08-13,9.0
52,2017-08-14,7.0
53,2017-08-15,9.0
54,2017-08-16,6.0
55,2017-08-17,6.0
56,2017-08-18,5.0
57,2017-08-19,4.0
58,2017-08-20,2.0
59,2017-08-21,14.0
60,2017-08-22,6.0
61,2017-08-23,14.0
62,2017-08-24,9.0
63,2017-08-25,27.0
64,2017-08-26,16.0
65,2017-08-27,7.0
66,2017-08-28,1.0
67,2017-08-29,0.0
68,2017-08-30,0.0
69,2017-08-31,0.0
70,2017-09-01,14.0
71,2017-09-02,16.0
72,2017-09-03,16.0
73,2017-09-04,15.0
74,2017-09-05,6.0
75,2017-09-06,16.0
76,2017-09-07,6.0
77,2017-09-08,17.0
78,2017-09-09,6.0
79,2017-09-10,3.0
80,2017-09-11,6.0
81,2017-09-12,5.0
82,2017-09-13,7.0
83,2017-09-14,5.0
84,2017-09-15,9.0
85,2017-09-16,5.0
86,2017-09-17,13.0
87,2017-09-18,8.0
88,2017-09-19,12.0
89,2017-09-20,5.0
90,2017-09-21,9.0
91,2017-09-22,13.0
92,2017-09-23,9.0
93,2017-09-24,4.0
94,2017-09-25,8.0
95,2017-09-26,10.0
96,2017-09-27,8.0
97,2017-09-28,5.0
98,2017-09-29,21.0
99,2017-09-30,9.0
100,2017-10-01,44.0
101,2017-10-02,11.0
102,2017-10-03,14.0
103,2017-10-04,13.0
104,2017-10-05,15.0
105,2017-10-06,11.0
106,2017-10-07,6.0
107,2017-10-08,5.0
108,2017-10-09,9.0
109,2017-10-10,12.0
110,2017-10-11,12.0
111,2017-10-12,8.0
112,2017-10-13,14.0
113,2017-10-14,6.0
114,2017-10-15,4.0
115,2017-10-16,5.0
116,2017-10-17,7.0
117,2017-10-18,6.0
118,2017-10-19,6.0
119,2017-10-20,15.0
120,2017-10-21,3.0
121,2017-10-22,9.0
122,2017-10-23,10.0
123,2017-10-24,8.0
124,2017-10-25,5.0
125,2017-10-26,12.0
126,2017-10-27,13.0
127,2017-10-28,10.0
128,2017-10-29,7.0
129,2017-10-30,12.0
130,2017-10-31,21.0
131,2017-11-01,17.0
132,2017-11-02,21.0
133,2017-11-03,17.0
134,2017-11-04,10.0
135,2017-11-05,6.0
136,2017-11-06,7.0
137,2017-11-07,11.0
138,2017-11-08,14.0
139,2017-11-09,12.0
140,2017-11-10,15.0
141,2017-11-11,12.0
142,2017-11-12,8.0
143,2017-11-13,9.0
144,2017-11-14,18.0
145,2017-11-15,8.0
146,2017-11-16,14.0
147,2017-11-17,10.0
148,2017-11-18,15.0
149,2017-11-19,11.0
150,2017-11-20,6.0
151,2017-11-21,24.0
152,2017-11-22,6.0
153,2017-11-23,13.0
154,2017-11-24,17.0
155,2017-11-25,8.0
156,2017-11-26,4.0
157,2017-11-27,3.0
158,2017-11-28,6.0
159,2017-11-29,14.0
160,2017-11-30,12.0
161,2017-12-01,23.0
162,2017-12-02,10.0
163,2017-12-03,7.0
164,2017-12-04,21.0
165,2017-12-05,9.0
166,2017-12-06,17.0
167,2017-12-07,14.0
168,2017-12-08,18.0
169,2017-12-09,7.0
170,2017-12-10,8.0
171,2017-12-11,16.0
172,2017-12-12,15.0
173,2017-12-13,6.0
174,2017-12-14,9.0
175,2017-12-15,8.0
176,2017-12-16,13.0
177,2017-12-17,12.0
178,2017-12-18,9.0
179,2017-12-19,11.0
180,2017-12-20,11.0
181,2017-12-21,18.0
182,2017-12-22,7.0
183,2017-12-23,11.0
184,2017-12-24,4.0
185,2017-12-25,0.0
186,2017-12-26,4.0
187,2017-12-27,7.0
188,2017-12-28,14.0
189,2017-12-29,15.0
190,2017-12-30,9.0
191,2017-12-31,4.0
